,EC-NUMBER,SUBSTRATES,PRODUCTS,GIBBS
218,EC-1.1.1.1,"['CPD-11497', 'NAD']","['CPD-11876', 'NADH', 'PROTON']", 2.541809
219,EC-1.1.1.1,"['CPD-7035', 'NAD']","['PROTON', 'PHENYLACETALDEHYDE', 'NADH']", 2.541809
220,EC-1.1.1.1,"['PROPANOL', 'NAD']","['CPD-665', 'NADH', 'PROTON']", 2.6517944
221,EC-1.1.1.10,"['R-3-hydroxystearoyl-ACPs', 'NADP']","['3-oxo-stearoyl-ACPs', 'NADPH', 'PROTON']",20.375732
222,EC-1.1.1.100,"['3-hydroxy-cis-D7-tetraecenoyl-ACPs', 'NADP']","['3-oxo-cis-D7-tetradecenoyl-ACPs', 'NADPH', 'PROTON']",20.375732
223,EC-1.1.1.100,"['R-3-hydroxybehenoyl-ACPs', 'NADP']","['3-oxo-behenoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
224,EC-1.1.1.100,"['3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs', 'NADP']","['9Z-3-oxo-octadec-9-enoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
225,EC-1.1.1.100,"['R-3-Hydroxypalmitoyl-ACPs', 'NADP']","['3-oxo-palmitoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
226,EC-1.1.1.100,"['3-Hydroxyglutaryl-ACP-methyl-ester', 'NADP']","['3-Ketoglutaryl-ACP-methyl-ester', 'NADPH', 'PROTON']", 20.375732
227,EC-1.1.1.100,"['R-3-hydroxydodecanoyl-ACPs', 'NADP']","['3-oxo-dodecanoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
228,EC-1.1.1.100,"['3R-11Z-3-hydroxy-icos-11-enoyl-ACPs', 'NADP']","['11Z-3-oxo-icos-11-enoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
229,EC-1.1.1.100,"['3-Hydroxy-octanoyl-ACPs', 'NADP']","['3-Oxo-octanoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
230,EC-1.1.1.100,"['3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs', 'NADP']","['7Z-3-oxo-hexadec-7-enoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
231,EC-1.1.1.100,"['3-hydroxypimeloyl-ACP-methyl-esters', 'NADP']","['3-Ketopimeloyl-ACP-methyl-esters', 'NADPH', 'PROTON']", 20.375732
232,EC-1.1.1.100,"['R-3-hydroxycerotoyl-ACPs', 'NADP']","['3-oxo-cerotoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
233,EC-1.1.1.100,"['b-Hydroxy-cis-D5-dodecenoyl-ACPs', 'NADP']","['b-Keto-cis-D5-dodecenoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
234,EC-1.1.1.100,"['R-3-hydroxypetroselinoyl-ACPs', 'NADP']","['3-oxo-petroselinoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
235,EC-1.1.1.100,"['Beta-3-hydroxybutyryl-ACPs', 'NADP']","['Acetoacetyl-ACPs', 'NADPH', 'PROTON']", 20.375854
236,EC-1.1.1.100,"['R-3-hydroxy-cis-vaccenoyl-ACPs', 'NADP']","['3-oxo-cis-vaccenoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
237,EC-1.1.1.100,"['R-3-hydroxybehenoyl-ACPs', 'NADP']","['3-oxo-behenoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
238,EC-1.1.1.100,"['3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs', 'NADP']","['5Z-3-oxo-tetradec-5-enoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
239,EC-1.1.1.100,"['R-3-hydroxyarachidoyl-ACPs', 'NADP']","['3-oxo-arachidoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
240,EC-1.1.1.100,"['R-3-hydroxylignoceroyl-ACPs', 'NADP']","['3-oxo-lignoceroyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
241,EC-1.1.1.100,"['R-3-hydroxymyristoyl-ACPs', 'NADP']","['3-oxo-myristoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
242,EC-1.1.1.100,"['R-3-hydroxyhexanoyl-ACPs', 'NADP']","['3-oxo-hexanoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
243,EC-1.1.1.100,"['3-hydroxy-cis-D9-hexaecenoyl-ACPs', 'NADP']","['3-oxo-cis-D9-hexadecenoyl-ACPs', 'NADPH', 'PROTON']", 20.375732
244,EC-1.1.1.100,"['Beta-hydroxydecanoyl-ACPs', 'NADP']","['3-oxo-decanoyl-ACPs', 'NADPH', 'PROTON']", 20.375792999999998
245,EC-1.1.1.100,"['3-HYDROXY-DOCOSAPENTAENOYL-ACP', 'NADP']","['3-OXO-EICOSAPENTAENOYL-ACP', 'NADPH', 'PROTON']", 20.375732
246,EC-1.1.1.100,"['OH-ACYL-ACP', 'NADP']","['B-KETOACYL-ACP', 'NADPH', 'PROTON']", 20.375792999999998
247,EC-1.1.1.101,"['1-PALMITOYLGLYCEROL-3-PHOSPHATE', 'NADP']","['PALMITOYLGLYCERONE-PHOSPHATE', 'NADPH', 'PROTON']",-0.16638184
248,EC-1.1.1.101,"['L-1-LYSOPHOSPHATIDATE', 'NADP']","['CPD-15924', 'NADPH', 'PROTON']", -0.1665039
249,EC-1.1.1.101,"['1-Alkyl-glycerol-3-phosphate', 'NADP']","['1-ALKYL-GLYCERONE-3-PHOSPHATE', 'NADPH', 'PROTON']", 20.375854
250,EC-1.1.1.102,"['CPD-13612', 'NADP']","['DEHYDROSPHINGANINE', 'NADPH', 'PROTON']",-0.16648865
251,EC-1.1.1.102,"['CPD-13611', 'NADP']","['CPD-13610', 'NADPH', 'PROTON']", -0.16645813
252,EC-1.1.1.103,"['THR', 'NAD']","['AMINO-ACETONE', 'CARBON-DIOXIDE', 'NADH']",-3.3482056000000004
253,EC-1.1.1.104,"['CPD-13524', 'NAD']","['RETINAL', 'NADH', 'PROTON']",0.99183655
254,EC-1.1.1.105,"['CRPB-all-trans-Retinol', 'NAD']","['CRPB-all-trans-Retinal', 'NADH', 'PROTON']",3.2340088
255,EC-1.1.1.106,"['PYRIDOXAL', 'NAD']","['CPD-375', 'NADH', 'PROTON']",-4.8382263
256,EC-1.1.1.107,"['NAD', 'CARNITINE']","['3-DE-H-CARNITINE', 'NADH', 'PROTON']",1.0818176000000002
257,EC-1.1.1.108,"['CPD-355', 'NAD']","['D-XYLULOSE', 'NADH', 'PROTON']",1.0817566
258,EC-1.1.1.11,"['CPD-21492', 'NAD']","['INDOLE_PYRUVATE', 'NADH', 'PROTON']",3.5417786
259,EC-1.1.1.110,"['CPD-5921', 'NAD']","['PHENYL-PYRUVATE', 'NADH', 'PROTON']",3.5417786
260,EC-1.1.1.110,"['CPD-2222', 'NAD']","['P-HYDROXY-PHENYLPYRUVATE', 'NADH', 'PROTON']", 3.5417786
261,EC-1.1.1.111,"['1-INDANOL', 'NAD-P-OR-NOP']","['1-INDANONE', 'NADH-P-OR-NOP', 'PROTON']",-12.199371000000001
262,EC-1.1.1.112,"['L-xylopyranose', 'NADP']","['PROTON', 'NADPH', 'L-XYLONO-14-LACTONE']",-7.48645
263,EC-1.1.1.113,"['CPD-20947', 'NAD']","['D-APIOSE', 'NADH', 'PROTON']",2.5417786
264,EC-1.1.1.114,"['CPD-15818', 'WATER', 'NADP']","['NADPH', 'CPD-373', 'PROTON']",-14.353638
265,EC-1.1.1.115,"['D-arabinofuranose', 'NAD']","['PROTON', 'NADH', 'CPD-356']",-4.678192
266,EC-1.1.1.116,"['D-arabinofuranose', 'NAD-P-OR-NOP']","['CPD-356', 'NADH-P-OR-NOP', 'PROTON']",-14.94934
267,EC-1.1.1.117,"['Glucopyranose', 'NAD']","['GLC-D-LACTONE', 'NADH', 'PROTON']",-4.6782227
268,EC-1.1.1.118,"['Glucopyranose', 'NADP']","['GLC-D-LACTONE', 'NADPH', 'PROTON']",-5.9264526
269,EC-1.1.1.119,"['L-ARABITOL', 'NAD']","['L-XYLULOSE', 'NADH', 'PROTON']",1.0817566
270,EC-1.1.1.12,"['D-galactopyranose', 'NADP']","['CPD-14779', 'NADPH', 'PROTON']",-5.9264526
271,EC-1.1.1.120,"['Aldopyranoses', 'NAD']","['D-Aldonolactones', 'NADH', 'PROTON']",No-Data
272,EC-1.1.1.121,"['CPD-8548', 'NAD']","['CPD-8549', 'NADH', 'PROTON']",15.864044
273,EC-1.1.1.122,"['CPD-15616', 'NADP']","['CPD-382', 'NADPH', 'PROTON']",-0.16644287
274,EC-1.1.1.123,"['CPD-15382', 'NADP']","['NADPH', 'CPD-382', 'PROTON']",-0.16644287
275,EC-1.1.1.124,"['DE-O-GLUCONATE', 'NAD']","['DE-O-K-GLUCONATE', 'NADH', 'PROTON']",1.0817871000000001
276,EC-1.1.1.125,"['2-DEHYDRO-3-DEOXY-D-GLUCONATE', 'NADP']","['4S5S-45-DIHYDROXY-26-DIOXOHEXANOATE', 'NADPH', 'PROTON']",1.2935181
277,EC-1.1.1.126,"['2-DEHYDRO-3-DEOXY-D-GLUCONATE', 'NAD']","['CPD-343', 'NADH', 'PROTON']",1.0817566
278,EC-1.1.1.127,"['NAD', 'L-THREONATE']","['PROTON', 'NADH', 'CPD-363']",1.0818481000000002
279,EC-1.1.1.129,"['L-ARABITOL', 'NAD']","['L-RIBULOSE', 'NADH', 'PROTON']",1.0817566
280,EC-1.1.1.13,"['3-KETO-L-GULONATE', 'NAD']","['PROTON', 'CPD-334', 'NADH']",6.0018005
281,EC-1.1.1.130,"['3-KETO-L-GULONATE', 'NAD-P-OR-NOP']","['CPD-334', 'NADH-P-OR-NOP', 'PROTON']",-4.269348
282,EC-1.1.1.131,"['GDP-MANNOSE', 'NAD', 'WATER']","['PROTON', 'CPD-1828', 'NADH']",-11.811767999999999
283,EC-1.1.1.132,"['DTDP-RHAMNOSE', 'NADP']","['DTDP-DEOH-DEOXY-MANNOSE', 'NADPH', 'PROTON']",-1.6263428
284,EC-1.1.1.133,"['CPD-344', 'NADP']","['DTDP-DEOH-DEOXY-MANNOSE', 'NADPH', 'PROTON']",-1.6263428
285,EC-1.1.1.134,"['CPD-354', 'NAD-P-OR-NOP']","['GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE', 'NADH-P-OR-NOP', 'PROTON']",-10.649291999999999
286,EC-1.1.1.135,"['UDP-N-ACETYL-D-GLUCOSAMINE', 'NAD', 'WATER']","['UDP-N-ACETYL-2-AMINO-D-GLUCURONATE', 'NADH', 'PROTON']",-11.811767999999999
287,EC-1.1.1.136,"['CPD-372', 'NAD-P-OR-NOP']","['RIBULOSE-5P', 'NADH-P-OR-NOP', 'PROTON']",-9.189392
288,EC-1.1.1.137,"['MANNITOL', 'NADP']","['CPD-15382', 'NADPH', 'PROTON']",-0.1665039
289,EC-1.1.1.138,"['CPD-369', 'NAD']","['CPD-15616', 'NADH', 'PROTON']",1.0817871000000001
290,EC-1.1.1.14,"['SORBITOL', 'NAD']","['CPD-15382', 'NADH', 'PROTON']",0.9517822
291,EC-1.1.1.140,"['5Z13E-15S-1115-DIHYDROXY-9-OXOPROS', 'NAD']","['PROTON', 'NADH', 'HYDROXY-915-DIOXOPROSTA-13-ENOATE']",-0.46818542
292,EC-1.1.1.141,"['CPD-8046', 'NADP']","['PENTAHYDROXYCYCLOHEXANONE', 'NADPH', 'PROTON']",-1.6264648000000002
293,EC-1.1.1.142,"['PROTON', 'PENTAHYDROXYCYCLOHEXANONE', 'NADH']","['5-O-METHYL-MYO-INOSITOL', 'NAD']",0.37820435
294,EC-1.1.1.143,"['CPD-17084', 'NAD']","['CPD-17083', 'NADH', 'PROTON']",0.9917908000000001
295,EC-1.1.1.144,"['CPD-261', 'NAD']","['CPD-20030', 'NADH', 'PROTON']",0.9917908000000001
296,EC-1.1.1.144,"['Perillyl-Alcohols', 'NAD']","['CPD-1084', 'NADH', 'PROTON']", 0.9917908000000001
297,EC-1.1.1.145,"['3-BETA-HYDROXYANDROST-5-EN-17-ONE', 'NAD']","['CPD66-29', 'NADH', 'PROTON']",-0.37817383
298,EC-1.1.1.145,"['PREGNENOLONE', 'NAD']","['CPD66-28', 'NADH', 'PROTON']", -0.37825012
299,EC-1.1.1.145,"['CPD-4143', 'NAD']","['CPD-13793', 'NADH', 'PROTON']", -0.37818909999999994
300,EC-1.1.1.145,"['CHOLESTEROL', 'NAD']","['CPD-13684', 'NADH', 'PROTON']", -0.3782196
301,EC-1.1.1.145,"['CPD-13755', 'NADP']","['CPD-13754', 'NADPH', 'PROTON']", -1.6265258999999999
302,EC-1.1.1.145,"['3b-hydroxy-D5-steroids', 'NAD']","['3-oxo-D5-steroids', 'NADH', 'PROTON']", 20.164032000000002
303,EC-1.1.1.146,"['NAD-P-OR-NOP', '16-ALPHA-HYDROXYSTEROID']","['NADH-P-OR-NOP', '16-OXOSTEROID', 'PROTON']",-10.649414
304,EC-1.1.1.147,"['NAD-P-OR-NOP', 'CPD-351']","['NADH-P-OR-NOP', 'ESTRONE', 'PROTON']",-10.649414
305,EC-1.1.1.148,"['17-ALPHA20-ALPHA-DIHYDROXYPREGN-4-EN-3-', 'NAD-P-OR-NOP']","['17-ALPHA-HYDROXYPROGESTERONE', 'NADH-P-OR-NOP', 'PROTON']",-9.189423
306,EC-1.1.1.149,"['XYLITOL', 'NAD']","['L-XYLULOSE', 'NADH', 'PROTON']",1.0817566
307,EC-1.1.1.15,"['CPD-12810', 'NAD']","['L-Fructose', 'NADH', 'PROTON']",-0.30819702
308,EC-1.1.1.15,"['CPD-12811', 'NAD']","['PSICOSE', 'NADH', 'PROTON']", 0.5418090999999999
309,EC-1.1.1.15,"['CPD-357', 'NAD']","['CPD-9570', 'NADH', 'PROTON']", 1.0817871000000001
310,EC-1.1.1.150,"['PREGNAN-21-OL', 'NADP']","['PREGNAN-21-AL', 'NADPH', 'PROTON']",1.2935333
311,EC-1.1.1.151,"['3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE', 'NAD']","['PROTON', '5-BETA-ANDROSTANE-317-DIONE', 'NADH']",-0.37817383
312,EC-1.1.1.152,"['CPD-14202', 'NADP']","['CPD-374', 'NADPH', 'PROTON']",-3.186493
313,EC-1.1.1.153,"['CPD-14053', 'NADP']","['6-PYRUVOYL-5678-TETRAHYDROPTERIN', 'NADPH', 'PROTON']",2.1270752
314,EC-1.1.1.154,"['NADP', 'GLYCEROL']","['PROTON', 'DIHYDROXYACETONE', 'NADPH']",4.3134765999999996
315,EC-1.1.1.156,"['S-3-HYDROXYBUTANOYL-COA', 'NADP']","['ACETOACETYL-COA', 'NADPH', 'PROTON']",-0.1665039
316,EC-1.1.1.157,"['CHOLATE', 'NAD']","['PROTON', 'NADH', 'CHOLANATE2']",-0.3782196
317,EC-1.1.1.159,"['CPD-15189', 'NAD']","['CPD-17275', 'NADH', 'PROTON']",-0.37818909999999994
318,EC-1.1.1.16,"['5-TERT-BUTYLAMINOL-2-HYDROXYPRO-1234-TET', 'NADP']","['5-TERT-BUTYLAMINOL-2-HYDROXYPRO-34-DIHYD', 'NADPH', 'PROTON']",-3.1764832000000003
319,EC-1.1.1.160,"['CPD-12825', 'NADP']","['D-ERYTHRULOSE', 'NADPH', 'PROTON']",-0.16644287
320,EC-1.1.1.162,"['NAD', 'CYCLOPENTANOL']","['PROTON', 'NADH', 'CYCLOPENTANONE']",-0.37820435
321,EC-1.1.1.163,"['NAD', 'CPD-348']","['PROTON', 'NADH', 'PALMITALDEHYDE']",2.541809
322,EC-1.1.1.164,"['NAD', '2-BUTYNE-14-DIOL']","['NADH', 'PROTON', '4-HYDROXY-2-BUTYNAL']",2.5417786
323,EC-1.1.1.165,"['NAD', 'CPD-1944']","['PROTON', 'NADH', 'CPD-1945']",-0.37817383
324,EC-1.1.1.166,"['HYDROXYMALONATE', 'NAD']","['PROTON', 'NADH', 'OXOMALONATE']",3.54187
325,EC-1.1.1.167,"['PANTOYL-LACTONE', 'NADP']","['2-DEHYDROPANTOYL-LACTONE', 'NADPH', 'PROTON']",0.8335570999999999
326,EC-1.1.1.168,"['L-PANTOATE', 'NADP']","['PROTON', '2-DEHYDROPANTOATE', 'NADPH']",2.293518
327,EC-1.1.1.169,"['MANNITOL-1P', 'NAD']","['PROTON', 'FRUCTOSE-6P', 'NADH']",1.6018066
328,EC-1.1.1.17,"['3beta-OH-4a-carboxy-4b-methyl-sterols', 'NAD-P-OR-NOP']","['4alpha-Methyl-3-Oxosteroids', 'NADH-P-OR-NOP', 'CARBON-DIOXIDE']",-1.7141113000000001
329,EC-1.1.1.170,"['CPD-4577', 'NAD-P-OR-NOP']","['CPD-4578', 'NADH-P-OR-NOP', 'CARBON-DIOXIDE']",-11.985229499999999
330,EC-1.1.1.170,"['3beta-hydroxy-4alpha-carboxy-sterols', 'NAD-P-OR-NOP']","['3-Oxosteroids', 'NADH-P-OR-NOP', 'CARBON-DIOXIDE']", -1.0441284
331,EC-1.1.1.170,"['CPD-12928', 'NAD']","['CPD-12929', 'NADH', 'CARBON-DIOXIDE']", -1.0440903
332,EC-1.1.1.170,"['CPD-12867', 'NAD']","['CPD-12868', 'NADH', 'CARBON-DIOXIDE']", -1.7140732
333,EC-1.1.1.170,"['CPD-5846', 'NAD-P-OR-NOP']","['4-ALPHA-METHYL-5-ALPHA-CHOLEST-7-EN-3-ON', 'CARBON-DIOXIDE', 'NADH-P-OR-NOP']", -11.98526
334,EC-1.1.1.170,"['CPD-8619', 'NAD-P-OR-NOP']","['CPD-8620', 'CARBON-DIOXIDE', 'NADH-P-OR-NOP']", -11.315277
335,EC-1.1.1.170,"['CPD-12909', 'NAD']","['CPD-12910', 'NADH', 'CARBON-DIOXIDE']", -1.0440292
336,EC-1.1.1.170,"['CPD-12914', 'NAD']","['CPD-12915', 'NADH', 'CARBON-DIOXIDE']", -1.0440903
337,EC-1.1.1.170,"['CPD-8613', 'NAD-P-OR-NOP']","['CPD-8614', 'NADH-P-OR-NOP', 'CARBON-DIOXIDE']", -11.985199
338,EC-1.1.1.170,"['CPD-12919', 'NAD']","['CPD-12920', 'NADH', 'CARBON-DIOXIDE']", -1.7140427
339,EC-1.1.1.170,"['CPD-4702', 'NAD-P-OR-NOP']","['CPD-4581', 'NADH-P-OR-NOP', 'CARBON-DIOXIDE']", -11.315277
340,EC-1.1.1.172,"['L-RHAMNOFURANOSE', 'NAD']","['L-RHAMNONO-14-LACTONE', 'NADH', 'PROTON']",-4.6782227
341,EC-1.1.1.173,"['NAD', 'TRANS-CYCLOHEXANE-12-DIOL']","['PROTON', 'NADH', '2-HYDROXYCYCLOHEXAN-1-ONE']",-0.37820435
342,EC-1.1.1.174,"['D-Xylopyranose', 'NAD']","['CPD-360', 'NADH', 'PROTON']",-4.678192
343,EC-1.1.1.175,"['CHOLATE', 'NADP']","['PROTON', 'NADPH', 'CPD-345']",-1.6264648000000002
344,EC-1.1.1.176,"['GLYCEROL-3P', 'NADP']","['GAP', 'NADPH', 'PROTON']",4.7335205
345,EC-1.1.1.177,"['NAD', '2-METHYL-3-HYDROXY-BUTYRYL-COA']","['PROTON', 'NADH', '2-METHYL-ACETO-ACETYL-COA']",1.0817261
346,EC-1.1.1.178,"['D-Xylopyranose', 'NADP']","['CPD-360', 'NADPH', 'PROTON']",-5.9264526
347,EC-1.1.1.179,"['MYO-INOSITOL', 'NAD']","['CPD-14808', 'NADH', 'PROTON']",-0.37820435
348,EC-1.1.1.18,"['CPD-266', 'NAD']","['CPD-1087', 'NADH', 'PROTON']",-1.9282379
349,EC-1.1.1.181,"['GERANIOL', 'NADP']","['GERANIAL', 'NADPH', 'PROTON']",-0.25653076
350,EC-1.1.1.183,"['Secondary-Alcohols', 'NADP']","['LONG-CHAIN-KETONE', 'NADPH', 'PROTON']",20.375792999999998
351,EC-1.1.1.184,"['A-L-GLYCOL', 'NAD-P-OR-NOP']","['A-2-HYDROXYCARBONYL-COMPOUND', 'NADH-P-OR-NOP', 'PROTON']",12.812866
352,EC-1.1.1.185,"['DTDP-D-GALACTOSE', 'WATER', 'NADP']","['CPD-361', 'NADPH', 'PROTON']",-14.308228
353,EC-1.1.1.186,"['CPD-354', 'NAD-P-OR-NOP']","['GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE', 'NADH-P-OR-NOP', 'PROTON']",-10.649291999999999
354,EC-1.1.1.187,"['CPD-353', 'NAD-P-OR-NOP']","['GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE', 'NADH-P-OR-NOP', 'PROTON']",-10.649291999999999
355,EC-1.1.1.188,"['5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY', 'NADP']","['NADPH', '5Z13E-15S-1115-DIHYDROXY-9-OXOPROS', 'PROTON']",-1.6265258999999999
356,EC-1.1.1.189,"['L-GULONATE', 'NADP']","['CPD-15530', 'NADPH', 'PROTON']",1.2935791
357,EC-1.1.1.19,"['CPD-341', 'NAD']","['PROTON', 'NADH', 'INDOLE_ACETALDEHYDE']",2.541809
358,EC-1.1.1.190,"['CPD-341', 'NADP']","['PROTON', 'NADPH', 'INDOLE_ACETALDEHYDE']",1.2935486
359,EC-1.1.1.191,"['Long-chain-alcohols', 'WATER', 'NAD']","['Long-Chain-Fatty-Acids', 'NADH', 'PROTON']",20.249878
360,EC-1.1.1.192,"['CPD-1086', 'NADP']","['CPD-602', 'NADPH', 'PROTON']",-0.786499
361,EC-1.1.1.193,"['CONIFERYL-ALCOHOL', 'NADP']","['CONIFERYL-ALDEHYDE', 'NADPH', 'PROTON']",-0.25650024
362,EC-1.1.1.194,"['CONIFERYL-ALCOHOL', 'NADP']","['CONIFERYL-ALDEHYDE', 'NADPH', 'PROTON']",-0.25650024
363,EC-1.1.1.195,"['SINAPYL-ALCOHOL', 'NADP']","['SINAPALDEHYDE', 'NADPH', 'PROTON']",-0.25650024
364,EC-1.1.1.195,"['COUMARYL-ALCOHOL', 'NADP']","['COUMARALDEHYDE', 'NADPH', 'PROTON']", -0.25650024
365,EC-1.1.1.195,"['CINNAMYL-ALC', 'NADP']","['CINNAMALDEHYDE', 'NADPH', 'PROTON']", -0.25646973
366,EC-1.1.1.196,"['ALPROSTADIL', 'NADP']","['13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1', 'NADPH', 'PROTON']",-1.7165221999999998
367,EC-1.1.1.197,"['CPD-1903', 'NAD']","['CPD-862', 'NADH', 'PROTON']",15.861801000000002
368,EC-1.1.1.198,"['CPD-7411', 'NADH', 'PROTON']","['CPD-7412', 'NAD']",7.2964478
369,EC-1.1.1.199,"['BUTANOL', 'NADP']","['PROTON', 'BUTANAL', 'NADPH']",4.2835083
370,EC-1.1.1.2,"['ETOH', 'NADP']","['ACETALD', 'NADPH', 'PROTON']",1.8535767
371,EC-1.1.1.2,"['INDOLE_ACETALDEHYDE', 'NADPH', 'PROTON']","['CPD-341', 'NADP']", -1.2935181
372,EC-1.1.1.2,"['TRANS-2-HEXENOL', 'NADP']","['TRANS-2-HEXENAL', 'NADPH', 'PROTON']", -0.25650024
373,EC-1.1.1.2,"['GLYCOLALDEHYDE', 'PROTON', 'NADPH']","['GLYCOL', 'NADP']", -0.5335083
374,EC-1.1.1.2,"['Alcohols', 'NADP']","['Aldehydes', 'NADPH', 'PROTON']", 23.45575
375,EC-1.1.1.2,"['CPD-16716', 'NADP']","['CPD0-2582', 'NADPH', 'PROTON']", 1.2935791
376,EC-1.1.1.20,"['D-SORBITOL-6-P', 'NADP']","['D-glucopyranose-6-phosphate', 'NADPH', 'PROTON']",-1.0264893
377,EC-1.1.1.200,"['7-Beta-Hydroxysteroids', 'NADP']","['7-Oxosteroids', 'NADPH', 'PROTON']",18.915771
378,EC-1.1.1.201,"['CPD-12450', 'NADP']","['CHOLANATE2', 'NADPH', 'PROTON']",-1.6264954
379,EC-1.1.1.201,"['CPD-10534', 'NADP']","['CPD-17275', 'NADPH', 'PROTON']", -1.6264954
380,EC-1.1.1.202,"['CPD-12524', 'NAD']","['CPD-17138', 'NADH', 'PROTON']",-4.6782227
381,EC-1.1.1.203,"['CPD-12521', 'NAD']","['CPD-12595', 'NADH', 'PROTON']",-4.6782227
382,EC-1.1.1.205,"['TROPINE', 'NADP']","['TROPINONE', 'NADPH', 'PROTON']",14.613495
383,EC-1.1.1.206,"['NADP', '--MENTHOL']","['PROTON', 'CPD-1909', 'NADPH']",-1.6264343
384,EC-1.1.1.207,"['NADP', 'CPD-1905']","['PROTON', 'NADPH', 'CPD-1909']",-1.6264343
385,EC-1.1.1.208,"['ANDROSTERONE', 'NAD-P-OR-NOP']","['CPD-342', 'NADH-P-OR-NOP', 'PROTON']",-10.649384
386,EC-1.1.1.209,"['L-ARABITOL', 'NADP']","['L-arabinopyranose', 'NADPH', 'PROTON']",0.77349854
387,EC-1.1.1.21,"['GALACTITOL', 'NADP']","['D-galactopyranose', 'NADPH', 'PROTON']",-1.0264893
388,EC-1.1.1.21,"['L-ARABITOL', 'NAD']","['CPD-15699', 'NADH', 'PROTON']", 2.5417786
389,EC-1.1.1.21,"['XYLITOL', 'NADP']","['D-Xylopyranose', 'NADPH', 'PROTON']", 0.77349854
390,EC-1.1.1.21,"['Sugar-alcohols', 'NAD-P-OR-NOP']","['Aldoses', 'NADH-P-OR-NOP', 'PROTON']", 'No-Data'
391,EC-1.1.1.210,"['CPD0-2232', 'NAD']","['3-OXOPALMITOYL-COA', 'NADH', 'PROTON']",1.0817261
392,EC-1.1.1.211,"['Long-Chain-3S-Hydroxyacyl-CoAs', 'NAD']","['Long-Chain-oxoacyl-CoAs', 'NADH', 'PROTON']",21.624023
393,EC-1.1.1.211,"['CPD-17814', 'NAD']","['CPD-17815', 'NADH', 'PROTON']", 1.0819092
394,EC-1.1.1.211,"['CPD0-1163', 'NAD']","['CPD-15244', 'NADH', 'PROTON']", 1.0817871000000001
395,EC-1.1.1.212,"['CPD-13179', 'NAD-P-OR-NOP']","['17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O', 'NADH-P-OR-NOP', 'PROTON']",-10.649414
396,EC-1.1.1.213,"['3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE', 'NAD-P-OR-NOP']","['CPD-293', 'NADH-P-OR-NOP', 'PROTON']",-10.649384
397,EC-1.1.1.213,"['ANDROSTERONE', 'NAD-P-OR-NOP']","['CPD-342', 'NADH-P-OR-NOP', 'PROTON']", -10.649384
398,EC-1.1.1.213,"['3-alpha-Hydroxysteroids', 'NAD-P-OR-NOP']","['3-Oxosteroids', 'NADH-P-OR-NOP', 'PROTON']", 9.892883
399,EC-1.1.1.213,"['5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP', 'NAD-P-OR-NOP']","['CPD-10503', 'NADH-P-OR-NOP', 'PROTON']", -10.649367999999999
400,EC-1.1.1.213,"['CPD-7238', 'NAD-P-OR-NOP']","['CPD-10548', 'NADH-P-OR-NOP', 'PROTON']", -10.649367999999999
401,EC-1.1.1.214,"['GLUCONATE', 'NADP']","['CPD-377', 'NADPH', 'PROTON']",3.3335571
402,EC-1.1.1.215,"['2-TRANS6-TRANS-FARNESOL', 'NADP']","['2-TRANS6-TRANS-FARNESAL', 'NADPH', 'PROTON']",-0.25646973
403,EC-1.1.1.216,"['NADP', 'BENZYL-2R3S-2-METHYL-3-HYDROXYBUTANOA']","['PROTON', 'NADPH', 'BENZYL-2-METHYL-3-OXOBUTANOATE']",-0.16644287
404,EC-1.1.1.217,"['NAD-P-OR-NOP', 'MORPHINE']","['NADH-P-OR-NOP', 'MORPHINONE', 'PROTON']",-12.199371000000001
405,EC-1.1.1.218,"['CPD-590', 'NADP']","['CPD-474', 'NADPH', 'PROTON']",-4.630615
